  (0, 99)	-0.0438955044378
  (0, 98)	0.0868002460475
  (0, 97)	0.0243010877993
  (0, 96)	-0.0103196392788
  (0, 95)	-0.0903048952276
  (0, 94)	0.0137074090697
  (0, 93)	-0.0152458307293
  (0, 92)	-0.0260411948921
  (0, 91)	-0.0403085682887
  (0, 90)	-0.052727533928
  (0, 89)	-0.00199421121971
  (0, 88)	0.0678516311319
  (0, 87)	-0.0799710511719
  (0, 86)	0.00992712977465
  (0, 85)	0.00188199835976
  (0, 84)	0.0299571514702
  (0, 83)	-0.0438187143462
  (0, 82)	-0.0210154644941
  (0, 81)	-0.0405679110893
  (0, 80)	0.0182600777095
  (0, 79)	-0.0212678200541
  (0, 78)	-0.0595798066424
  (0, 77)	-0.048575079746
  (0, 76)	0.0526251733022
  (0, 75)	-0.0419728740194
  :	:
  (301, 24)	0.0977292304659
  (301, 23)	0.0479326216519
  (301, 22)	0.20421851108
  (301, 21)	0.110941379807
  (301, 20)	-0.0542492055154
  (301, 19)	-0.173654575094
  (301, 18)	0.351932742745
  (301, 17)	0.0861011157505
  (301, 16)	0.0629040745257
  (301, 15)	0.292081125793
  (301, 14)	-0.0644499168876
  (301, 13)	0.109814465985
  (301, 12)	-0.0651657950264
  (301, 11)	0.0414609575517
  (301, 10)	-0.0025462085246
  (301, 9)	-0.0407426893974
  (301, 8)	0.0506338928671
  (301, 7)	-0.234890960592
  (301, 6)	0.00102060978244
  (301, 5)	-0.167615217152
  (301, 4)	-0.154697069122
  (301, 3)	0.310164875744
  (301, 2)	-0.0210823177188
  (301, 1)	0.124413191577
  (301, 0)	0.596929468698
